genotype,light,NPA,replicate,exp,scan_date,file,hypocotyl_mm
Col,noEODFR,NPA,a,5,8/10/12,yuc_EODFR_KN_081012_2.tif:4868-1085,2.318
Col,noEODFR,NPA,a,5,8/10/12,yuc_EODFR_KN_081012_2.tif:4439-1243,2.223
Col,noEODFR,NPA,a,5,8/10/12,yuc_EODFR_KN_081012_2.tif:4458-1424,1.447
Col,noEODFR,NPA,a,5,8/10/12,yuc_EODFR_KN_081012_2.tif:4686-1465,1.969
Col,noEODFR,NPA,a,5,8/10/12,yuc_EODFR_KN_081012_2.tif:4769-1530,1.961
Col,noEODFR,NPA,a,5,8/10/12,yuc_EODFR_KN_081012_2.tif:4593-1750,1.8
Col,noEODFR,NPA,a,5,8/10/12,yuc_EODFR_KN_081012_2.tif:4479-1864,1.848
Col,noEODFR,NPA,a,5,8/10/12,yuc_EODFR_KN_081012_2.tif:4774-1884,1.626
Col,noEODFR,NPA,a,5,8/10/12,yuc_EODFR_KN_081012_2.tif:4596-2072,1.948
yuc2589,noEODFR,NPA,a,5,8/10/12,yuc_EODFR_KN_081012_2.tif:4425-2500,2.24
yuc2589,noEODFR,NPA,a,5,8/10/12,yuc_EODFR_KN_081012_2.tif:4633-2562,2.818
yuc2589,noEODFR,NPA,a,5,8/10/12,yuc_EODFR_KN_081012_2.tif:4912-2597,2.138
yuc2589,noEODFR,NPA,a,5,8/10/12,yuc_EODFR_KN_081012_2.tif:4825-2876,2.899
yuc2589,noEODFR,NPA,a,5,8/10/12,yuc_EODFR_KN_081012_2.tif:4597-2989,3.02
yuc2589,noEODFR,NPA,a,5,8/10/12,yuc_EODFR_KN_081012_2.tif:4514-3008,2.517
yuc2589,noEODFR,NPA,a,5,8/10/12,yuc_EODFR_KN_081012_2.tif:4460-2819,2.6
yuc2589,noEODFR,NPA,a,5,8/10/12,yuc_EODFR_KN_081012_2.tif:4480-3223,2.559
yuc2589,noEODFR,NPA,a,5,8/10/12,yuc_EODFR_KN_081012_2.tif:4810-3127,2.617
yuc2589,noEODFR,NPA,a,5,8/10/12,yuc_EODFR_KN_081012_2.tif:4923-3363,2.355
yuc2589,noEODFR,NPA,a,5,8/10/12,yuc_EODFR_KN_081012_2.tif:4670-3549,2.694
yuc2589,noEODFR,NPA,a,5,8/10/12,yuc_EODFR_KN_081012_2.tif:4481-3761,2.074
yuc2589,noEODFR,NPA,a,5,8/10/12,yuc_EODFR_KN_081012_2.tif:4869-3708,2.33
yuc2589,noEODFR,NPA,a,5,8/10/12,yuc_EODFR_KN_081012_2.tif:4807-3824,2.306
yuc2589,noEODFR,NPA,a,5,8/10/12,yuc_EODFR_KN_081012_2.tif:4650-3996,3.534
Col,noEODFR,NPA,b,5,8/10/12,yuc_EODFR_KN_081012_2.tif:5532-0257,1.821
Col,noEODFR,NPA,b,5,8/10/12,yuc_EODFR_KN_081012_2.tif:5356-0398,1.867
Col,noEODFR,NPA,b,5,8/10/12,yuc_EODFR_KN_081012_2.tif:5470-0544,1.668
Col,noEODFR,NPA,b,5,8/10/12,yuc_EODFR_KN_081012_2.tif:5696-0464,2.067
Col,noEODFR,NPA,b,5,8/10/12,yuc_EODFR_KN_081012_2.tif:5836-0618,1.867
Col,noEODFR,NPA,b,5,8/10/12,yuc_EODFR_KN_081012_2.tif:5726-0714,2.279
Col,noEODFR,NPA,b,5,8/10/12,yuc_EODFR_KN_081012_2.tif:5491-0749,1.553
Col,noEODFR,NPA,b,5,8/10/12,yuc_EODFR_KN_081012_2.tif:5332-0759,1.62
Col,noEODFR,NPA,b,5,8/10/12,yuc_EODFR_KN_081012_2.tif:5359-1145,1.653
Col,noEODFR,NPA,b,5,8/10/12,yuc_EODFR_KN_081012_2.tif:5577-1135,1.497
Col,noEODFR,NPA,b,5,8/10/12,yuc_EODFR_KN_081012_2.tif:5794-1096,1.533
Col,noEODFR,NPA,b,5,8/10/12,yuc_EODFR_KN_081012_2.tif:5703-1368,2.482
Col,noEODFR,NPA,b,5,8/10/12,yuc_EODFR_KN_081012_2.tif:5657-1517,1.977
Col,noEODFR,NPA,b,5,8/10/12,yuc_EODFR_KN_081012_2.tif:5479-1549,2.163
Col,noEODFR,NPA,b,5,8/10/12,yuc_EODFR_KN_081012_2.tif:5272-1388,2.032
Col,noEODFR,NPA,b,5,8/10/12,yuc_EODFR_KN_081012_2.tif:5290-1607,1.526
Col,noEODFR,NPA,b,5,8/10/12,yuc_EODFR_KN_081012_2.tif:5759-1684,1.867
Col,noEODFR,NPA,b,5,8/10/12,yuc_EODFR_KN_081012_2.tif:5674-1868,1.477
Col,noEODFR,NPA,b,5,8/10/12,yuc_EODFR_KN_081012_2.tif:5779-2041,1.594
Col,noEODFR,NPA,b,5,8/10/12,yuc_EODFR_KN_081012_2.tif:5461-1897,1.591
Col,noEODFR,NPA,b,5,8/10/12,yuc_EODFR_KN_081012_2.tif:5425-2088,1.397
Col,noEODFR,NPA,b,5,8/10/12,yuc_EODFR_KN_081012_2.tif:5302-1892,1.86
yuc2589,noEODFR,NPA,b,5,8/10/12,yuc_EODFR_KN_081012_2.tif:5316-2551,2.426
yuc2589,noEODFR,NPA,b,5,8/10/12,yuc_EODFR_KN_081012_2.tif:5609-2579,2.829
yuc2589,noEODFR,NPA,b,5,8/10/12,yuc_EODFR_KN_081012_2.tif:5589-2917,2.468
yuc2589,noEODFR,NPA,b,5,8/10/12,yuc_EODFR_KN_081012_2.tif:5340-2933,1.88
yuc2589,noEODFR,NPA,b,5,8/10/12,yuc_EODFR_KN_081012_2.tif:5441-3257,1.964
yuc2589,noEODFR,NPA,b,5,8/10/12,yuc_EODFR_KN_081012_2.tif:5621-3171,2.43
yuc2589,noEODFR,NPA,b,5,8/10/12,yuc_EODFR_KN_081012_2.tif:5699-3515,1.874
yuc2589,noEODFR,NPA,b,5,8/10/12,yuc_EODFR_KN_081012_2.tif:5576-3581,2.78
yuc2589,noEODFR,NPA,b,5,8/10/12,yuc_EODFR_KN_081012_2.tif:5277-3566,2.54
yuc2589,noEODFR,NPA,b,5,8/10/12,yuc_EODFR_KN_081012_2.tif:5348-3874,2.495
yuc2589,noEODFR,NPA,b,5,8/10/12,yuc_EODFR_KN_081012_2.tif:5645-3881,0.988
yuc2589,noEODFR,NPA,b,5,8/10/12,yuc_EODFR_KN_081012_2.tif:5512-4072,1.299
yuc2589,noEODFR,NPA,b,5,8/10/12,yuc_EODFR_KN_081012_2.tif:5866-4123,1.947
Col,EODFR,none,a,6,8/17/12,yuc_EODFR_KN_081712_001.tif:0579-0256,4.349
Col,EODFR,none,a,6,8/17/12,yuc_EODFR_KN_081712_001.tif:0287-0389,4.187
Col,EODFR,none,a,6,8/17/12,yuc_EODFR_KN_081712_001.tif:0525-0444,4.159
Col,EODFR,none,a,6,8/17/12,yuc_EODFR_KN_081712_001.tif:0248-0605,4.538
Col,EODFR,none,a,6,8/17/12,yuc_EODFR_KN_081712_001.tif:0616-0631,4.471
Col,EODFR,none,a,6,8/17/12,yuc_EODFR_KN_081712_001.tif:0746-0515,4.626
Col,EODFR,none,a,6,8/17/12,yuc_EODFR_KN_081712_001.tif:0884-0690,3.538
Col,EODFR,none,a,6,8/17/12,yuc_EODFR_KN_081712_001.tif:0771-0892,3.991
Col,EODFR,none,a,6,8/17/12,yuc_EODFR_KN_081712_001.tif:0279-0810,3.55
Col,EODFR,none,a,6,8/17/12,yuc_EODFR_KN_081712_001.tif:0347-1022,4.697
Col,EODFR,none,a,6,8/17/12,yuc_EODFR_KN_081712_001.tif:0392-1221,4.901
Col,EODFR,none,a,6,8/17/12,yuc_EODFR_KN_081712_001.tif:0444-1436,5.113
Col,EODFR,none,a,6,8/17/12,yuc_EODFR_KN_081712_001.tif:0811-1421,4.182
Col,EODFR,none,a,6,8/17/12,yuc_EODFR_KN_081712_001.tif:0630-1680,3.952
Col,EODFR,none,a,6,8/17/12,yuc_EODFR_KN_081712_001.tif:0523-1901,5.021
Col,EODFR,none,a,6,8/17/12,yuc_EODFR_KN_081712_001.tif:0278-1684,3.067
Col,EODFR,none,a,6,8/17/12,yuc_EODFR_KN_081712_001.tif:0795-1822,3.583
Col,EODFR,none,a,6,8/17/12,yuc_EODFR_KN_081712_001.tif:0334-2091,3.995
Col,EODFR,none,a,6,8/17/12,yuc_EODFR_KN_081712_001.tif:0615-2079,2.329
Col,EODFR,none,a,6,8/17/12,yuc_EODFR_KN_081712_001.tif:0875-2012,4.078
yuc2589,EODFR,none,a,6,8/17/12,yuc_EODFR_KN_081712_001.tif:0463-2648,3.487
yuc2589,EODFR,none,a,6,8/17/12,yuc_EODFR_KN_081712_001.tif:0421-2862,3.735
yuc2589,EODFR,none,a,6,8/17/12,yuc_EODFR_KN_081712_001.tif:0748-2702,2.84
yuc2589,EODFR,none,a,6,8/17/12,yuc_EODFR_KN_081712_001.tif:0771-3031,2.854
yuc2589,EODFR,none,a,6,8/17/12,yuc_EODFR_KN_081712_001.tif:0674-3234,4.637
yuc2589,EODFR,none,a,6,8/17/12,yuc_EODFR_KN_081712_001.tif:0411-3246,3.975
yuc2589,EODFR,none,a,6,8/17/12,yuc_EODFR_KN_081712_001.tif:0736-3465,3.99
yuc2589,EODFR,none,a,6,8/17/12,yuc_EODFR_KN_081712_001.tif:0542-3619,3.302
yuc2589,EODFR,none,a,6,8/17/12,yuc_EODFR_KN_081712_001.tif:0430-3778,3.077
yuc2589,EODFR,none,a,6,8/17/12,yuc_EODFR_KN_081712_001.tif:0659-3942,3.436
Col,EODFR,none,b,6,8/17/12,yuc_EODFR_KN_081712_001.tif:1180-0453,4.635
Col,EODFR,none,b,6,8/17/12,yuc_EODFR_KN_081712_001.tif:1580-0333,3.642
Col,EODFR,none,b,6,8/17/12,yuc_EODFR_KN_081712_001.tif:1605-0595,2.889
Col,EODFR,none,b,6,8/17/12,yuc_EODFR_KN_081712_001.tif:1383-0669,4.145
Col,EODFR,none,b,6,8/17/12,yuc_EODFR_KN_081712_001.tif:1223-0706,3.746
Col,EODFR,none,b,6,8/17/12,yuc_EODFR_KN_081712_001.tif:1580-0816,3.442
Col,EODFR,none,b,6,8/17/12,yuc_EODFR_KN_081712_001.tif:1394-0963,4.567
Col,EODFR,none,b,6,8/17/12,yuc_EODFR_KN_081712_001.tif:1801-0938,4.01
Col,EODFR,none,b,6,8/17/12,yuc_EODFR_KN_081712_001.tif:1670-1169,3.407
Col,EODFR,none,b,6,8/17/12,yuc_EODFR_KN_081712_001.tif:1491-1104,4.242
Col,EODFR,none,b,6,8/17/12,yuc_EODFR_KN_081712_001.tif:1318-1239,3.922
Col,EODFR,none,b,6,8/17/12,yuc_EODFR_KN_081712_001.tif:1537-1274,3.805
Col,EODFR,none,b,6,8/17/12,yuc_EODFR_KN_081712_001.tif:1417-1519,4.668
Col,EODFR,none,b,6,8/17/12,yuc_EODFR_KN_081712_001.tif:1555-1521,4.067
Col,EODFR,none,b,6,8/17/12,yuc_EODFR_KN_081712_001.tif:1193-1619,3.693
Col,EODFR,none,b,6,8/17/12,yuc_EODFR_KN_081712_001.tif:1300-1901,5.248
Col,EODFR,none,b,6,8/17/12,yuc_EODFR_KN_081712_001.tif:1386-1904,3.731
Col,EODFR,none,b,6,8/17/12,yuc_EODFR_KN_081712_001.tif:1759-1767,3.316
Col,EODFR,none,b,6,8/17/12,yuc_EODFR_KN_081712_001.tif:1723-2070,4.355
Col,EODFR,none,b,6,8/17/12,yuc_EODFR_KN_081712_001.tif:1274-2101,3.94
yuc2589,EODFR,none,b,6,8/17/12,yuc_EODFR_KN_081712_001.tif:1275-2454,4.448
yuc2589,EODFR,none,b,6,8/17/12,yuc_EODFR_KN_081712_001.tif:1590-2496,4.563
yuc2589,EODFR,none,b,6,8/17/12,yuc_EODFR_KN_081712_001.tif:1446-2706,2.841
yuc2589,EODFR,none,b,6,8/17/12,yuc_EODFR_KN_081712_001.tif:1288-2798,2.49
yuc2589,EODFR,none,b,6,8/17/12,yuc_EODFR_KN_081712_001.tif:1302-3001,4.424
yuc2589,EODFR,none,b,6,8/17/12,yuc_EODFR_KN_081712_001.tif:1620-2841,2.679
yuc2589,EODFR,none,b,6,8/17/12,yuc_EODFR_KN_081712_001.tif:1778-2772,4.702
yuc2589,EODFR,none,b,6,8/17/12,yuc_EODFR_KN_081712_001.tif:1638-3198,3.874
yuc2589,EODFR,none,b,6,8/17/12,yuc_EODFR_KN_081712_001.tif:1248-3422,3.413
yuc2589,EODFR,none,b,6,8/17/12,yuc_EODFR_KN_081712_001.tif:1557-3514,4.677
yuc2589,EODFR,none,b,6,8/17/12,yuc_EODFR_KN_081712_001.tif:1721-3373,3.352
yuc2589,EODFR,none,b,6,8/17/12,yuc_EODFR_KN_081712_001.tif:1607-3703,3.214
yuc2589,EODFR,none,b,6,8/17/12,yuc_EODFR_KN_081712_001.tif:1279-3781,4.061
yuc2589,EODFR,none,b,6,8/17/12,yuc_EODFR_KN_081712_001.tif:1200-3996,2.994
yuc2589,EODFR,none,b,6,8/17/12,yuc_EODFR_KN_081712_001.tif:1721-4025,2.868
Col,EODFR,DMSO,a,6,8/17/12,yuc_EODFR_KN_081712_001.tif:2141-0271,4.222
Col,EODFR,DMSO,a,6,8/17/12,yuc_EODFR_KN_081712_001.tif:2085-0402,4.126
Col,EODFR,DMSO,a,6,8/17/12,yuc_EODFR_KN_081712_001.tif:2125-0680,3.431
Col,EODFR,DMSO,a,6,8/17/12,yuc_EODFR_KN_081712_001.tif:2208-0894,4.317
Col,EODFR,DMSO,a,6,8/17/12,yuc_EODFR_KN_081712_001.tif:2073-1141,3.861
Col,EODFR,DMSO,a,6,8/17/12,yuc_EODFR_KN_081712_001.tif:2301-1216,4.437
Col,EODFR,DMSO,a,6,8/17/12,yuc_EODFR_KN_081712_001.tif:2189-1472,3.195
Col,EODFR,DMSO,a,6,8/17/12,yuc_EODFR_KN_081712_001.tif:2173-1766,4.145
Col,EODFR,DMSO,a,6,8/17/12,yuc_EODFR_KN_081712_001.tif:2245-2020,2.773
Col,EODFR,DMSO,a,6,8/17/12,yuc_EODFR_KN_081712_001.tif:2441-1803,3.683
Col,EODFR,DMSO,a,6,8/17/12,yuc_EODFR_KN_081712_001.tif:2382-1504,4.525
Col,EODFR,DMSO,a,6,8/17/12,yuc_EODFR_KN_081712_001.tif:2470-0952,3.646
Col,EODFR,DMSO,a,6,8/17/12,yuc_EODFR_KN_081712_001.tif:2413-0626,3.89
Col,EODFR,DMSO,a,6,8/17/12,yuc_EODFR_KN_081712_001.tif:2492-0473,4.155
Col,EODFR,DMSO,a,6,8/17/12,yuc_EODFR_KN_081712_001.tif:2522-0250,4.488
Col,EODFR,DMSO,a,6,8/17/12,yuc_EODFR_KN_081712_001.tif:2699-0749,3.408
Col,EODFR,DMSO,a,6,8/17/12,yuc_EODFR_KN_081712_001.tif:2625-1246,3.408
Col,EODFR,DMSO,a,6,8/17/12,yuc_EODFR_KN_081712_001.tif:2605-1550,3.5
Col,EODFR,DMSO,a,6,8/17/12,yuc_EODFR_KN_081712_001.tif:2713-1785,3.245
Col,EODFR,DMSO,a,6,8/17/12,yuc_EODFR_KN_081712_001.tif:2665-2028,3.921
yuc2589,EODFR,DMSO,a,6,8/17/12,yuc_EODFR_KN_081712_001.tif:2249-2468,3.894
yuc2589,EODFR,DMSO,a,6,8/17/12,yuc_EODFR_KN_081712_001.tif:2294-2876,4.197
yuc2589,EODFR,DMSO,a,6,8/17/12,yuc_EODFR_KN_081712_001.tif:2597-2621,3.536
yuc2589,EODFR,DMSO,a,6,8/17/12,yuc_EODFR_KN_081712_001.tif:2689-2855,2.589
yuc2589,EODFR,DMSO,a,6,8/17/12,yuc_EODFR_KN_081712_001.tif:2626-3044,4.47
yuc2589,EODFR,DMSO,a,6,8/17/12,yuc_EODFR_KN_081712_001.tif:2577-3327,3.128
yuc2589,EODFR,DMSO,a,6,8/17/12,yuc_EODFR_KN_081712_001.tif:2384-3273,2.816
yuc2589,EODFR,DMSO,a,6,8/17/12,yuc_EODFR_KN_081712_001.tif:2175-3222,2.218
yuc2589,EODFR,DMSO,a,6,8/17/12,yuc_EODFR_KN_081712_001.tif:2248-3494,4.136
yuc2589,EODFR,DMSO,a,6,8/17/12,yuc_EODFR_KN_081712_001.tif:2323-3766,3.614
yuc2589,EODFR,DMSO,a,6,8/17/12,yuc_EODFR_KN_081712_001.tif:2481-3811,3.038
yuc2589,EODFR,DMSO,a,6,8/17/12,yuc_EODFR_KN_081712_001.tif:2719-3714,2.979
yuc2589,EODFR,DMSO,a,6,8/17/12,yuc_EODFR_KN_081712_001.tif:2357-4069,3.349
Col,EODFR,DMSO,b,6,8/17/12,yuc_EODFR_KN_081712_001.tif:3089-0411,5.376
Col,EODFR,DMSO,b,6,8/17/12,yuc_EODFR_KN_081712_001.tif:3494-0304,4.788
Col,EODFR,DMSO,b,6,8/17/12,yuc_EODFR_KN_081712_001.tif:3267-0586,3.571
Col,EODFR,DMSO,b,6,8/17/12,yuc_EODFR_KN_081712_001.tif:3094-0723,4.461
Col,EODFR,DMSO,b,6,8/17/12,yuc_EODFR_KN_081712_001.tif:3435-0842,3.867
Col,EODFR,DMSO,b,6,8/17/12,yuc_EODFR_KN_081712_001.tif:3620-0638,3.708
Col,EODFR,DMSO,b,6,8/17/12,yuc_EODFR_KN_081712_001.tif:3658-0935,3.964
Col,EODFR,DMSO,b,6,8/17/12,yuc_EODFR_KN_081712_001.tif:3514-1014,4.546
Col,EODFR,DMSO,b,6,8/17/12,yuc_EODFR_KN_081712_001.tif:3334-1122,4.325
Col,EODFR,DMSO,b,6,8/17/12,yuc_EODFR_KN_081712_001.tif:3135-1128,4.374
Col,EODFR,DMSO,b,6,8/17/12,yuc_EODFR_KN_081712_001.tif:3021-0933,3.829
Col,EODFR,DMSO,b,6,8/17/12,yuc_EODFR_KN_081712_001.tif:2994-1546,4.137
Col,EODFR,DMSO,b,6,8/17/12,yuc_EODFR_KN_081712_001.tif:3287-1465,3.966
Col,EODFR,DMSO,b,6,8/17/12,yuc_EODFR_KN_081712_001.tif:3099-1839,4.417
Col,EODFR,DMSO,b,6,8/17/12,yuc_EODFR_KN_081712_001.tif:3305-1688,3.633
Col,EODFR,DMSO,b,6,8/17/12,yuc_EODFR_KN_081712_001.tif:3649-1353,3.573
Col,EODFR,DMSO,b,6,8/17/12,yuc_EODFR_KN_081712_001.tif:3567-1614,3.211
Col,EODFR,DMSO,b,6,8/17/12,yuc_EODFR_KN_081712_001.tif:3471-1382,5.236
Col,EODFR,DMSO,b,6,8/17/12,yuc_EODFR_KN_081712_001.tif:3440-1839,4.196
Col,EODFR,DMSO,b,6,8/17/12,yuc_EODFR_KN_081712_001.tif:3336-2080,4.494
Col,EODFR,DMSO,b,6,8/17/12,yuc_EODFR_KN_081712_001.tif:3658-2040,3.438
Col,EODFR,DMSO,b,6,8/17/12,yuc_EODFR_KN_081712_001.tif:3056-2073,4.559
yuc2589,EODFR,DMSO,b,6,8/17/12,yuc_EODFR_KN_081712_001.tif:3414-2425,3.053
yuc2589,EODFR,DMSO,b,6,8/17/12,yuc_EODFR_KN_081712_001.tif:3200-2487,4.602
yuc2589,EODFR,DMSO,b,6,8/17/12,yuc_EODFR_KN_081712_001.tif:3378-2735,3.178
yuc2589,EODFR,DMSO,b,6,8/17/12,yuc_EODFR_KN_081712_001.tif:3584-2752,3.255
yuc2589,EODFR,DMSO,b,6,8/17/12,yuc_EODFR_KN_081712_001.tif:3535-3240,3.643
yuc2589,EODFR,DMSO,b,6,8/17/12,yuc_EODFR_KN_081712_001.tif:3376-3146,2.785
yuc2589,EODFR,DMSO,b,6,8/17/12,yuc_EODFR_KN_081712_001.tif:3047-2997,3.939
yuc2589,EODFR,DMSO,b,6,8/17/12,yuc_EODFR_KN_081712_001.tif:3159-3240,4.669
yuc2589,EODFR,DMSO,b,6,8/17/12,yuc_EODFR_KN_081712_001.tif:3282-3529,3.734
yuc2589,EODFR,DMSO,b,6,8/17/12,yuc_EODFR_KN_081712_001.tif:3491-3486,3.926
yuc2589,EODFR,DMSO,b,6,8/17/12,yuc_EODFR_KN_081712_001.tif:3084-3597,2.433
yuc2589,EODFR,DMSO,b,6,8/17/12,yuc_EODFR_KN_081712_001.tif:3176-3902,4.19
yuc2589,EODFR,DMSO,b,6,8/17/12,yuc_EODFR_KN_081712_001.tif:3456-4006,4.118
yuc2589,EODFR,DMSO,b,6,8/17/12,yuc_EODFR_KN_081712_001.tif:3432-3815,3.542
Col,EODFR,NPA,a,6,8/17/12,yuc_EODFR_KN_081712_001.tif:4080-0182,1.743
Col,EODFR,NPA,a,6,8/17/12,yuc_EODFR_KN_081712_001.tif:4318-0299,1.482
Col,EODFR,NPA,a,6,8/17/12,yuc_EODFR_KN_081712_001.tif:4219-0497,1.614
Col,EODFR,NPA,a,6,8/17/12,yuc_EODFR_KN_081712_001.tif:4029-0546,1.526
Col,EODFR,NPA,a,6,8/17/12,yuc_EODFR_KN_081712_001.tif:4258-0712,1.707
Col,EODFR,NPA,a,6,8/17/12,yuc_EODFR_KN_081712_001.tif:4481-0507,1.846
Col,EODFR,NPA,a,6,8/17/12,yuc_EODFR_KN_081712_001.tif:4536-0858,1.828
Col,EODFR,NPA,a,6,8/17/12,yuc_EODFR_KN_081712_001.tif:4550-1036,2.043
Col,EODFR,NPA,a,6,8/17/12,yuc_EODFR_KN_081712_001.tif:4376-1040,1.939
Col,EODFR,NPA,a,6,8/17/12,yuc_EODFR_KN_081712_001.tif:4187-0906,1.575
Col,EODFR,NPA,a,6,8/17/12,yuc_EODFR_KN_081712_001.tif:4009-0800,1.863
Col,EODFR,NPA,a,6,8/17/12,yuc_EODFR_KN_081712_001.tif:3961-0977,1.571
Col,EODFR,NPA,a,6,8/17/12,yuc_EODFR_KN_081712_001.tif:3982-1183,1.658
Col,EODFR,NPA,a,6,8/17/12,yuc_EODFR_KN_081712_001.tif:4207-1201,2.2
Col,EODFR,NPA,a,6,8/17/12,yuc_EODFR_KN_081712_001.tif:4350-1243,2.052
Col,EODFR,NPA,a,6,8/17/12,yuc_EODFR_KN_081712_001.tif:4553-1335,2.008
Col,EODFR,NPA,a,6,8/17/12,yuc_EODFR_KN_081712_001.tif:4279-1441,2.088
Col,EODFR,NPA,a,6,8/17/12,yuc_EODFR_KN_081712_001.tif:4011-1440,1.754
Col,EODFR,NPA,a,6,8/17/12,yuc_EODFR_KN_081712_001.tif:4002-1669,2.008
Col,EODFR,NPA,a,6,8/17/12,yuc_EODFR_KN_081712_001.tif:4193-1673,2.131
Col,EODFR,NPA,a,6,8/17/12,yuc_EODFR_KN_081712_001.tif:4469-1578,1.911
Col,EODFR,NPA,a,6,8/17/12,yuc_EODFR_KN_081712_001.tif:4422-1827,2.291
Col,EODFR,NPA,a,6,8/17/12,yuc_EODFR_KN_081712_001.tif:4154-1929,1.698
Col,EODFR,NPA,a,6,8/17/12,yuc_EODFR_KN_081712_001.tif:4017-1969,1.926
Col,EODFR,NPA,a,6,8/17/12,yuc_EODFR_KN_081712_001.tif:4491-2035,2.177
yuc2589,EODFR,NPA,a,6,8/17/12,yuc_EODFR_KN_081712_001.tif:4057-2543,3.011
yuc2589,EODFR,NPA,a,6,8/17/12,yuc_EODFR_KN_081712_001.tif:4319-2653,2.383
yuc2589,EODFR,NPA,a,6,8/17/12,yuc_EODFR_KN_081712_001.tif:4457-2490,2.013
yuc2589,EODFR,NPA,a,6,8/17/12,yuc_EODFR_KN_081712_001.tif:4462-2900,2.733
yuc2589,EODFR,NPA,a,6,8/17/12,yuc_EODFR_KN_081712_001.tif:4285-2907,2.751
yuc2589,EODFR,NPA,a,6,8/17/12,yuc_EODFR_KN_081712_001.tif:4222-3041,2.862
yuc2589,EODFR,NPA,a,6,8/17/12,yuc_EODFR_KN_081712_001.tif:3996-2809,3.035
yuc2589,EODFR,NPA,a,6,8/17/12,yuc_EODFR_KN_081712_001.tif:4013-3265,3.556
yuc2589,EODFR,NPA,a,6,8/17/12,yuc_EODFR_KN_081712_001.tif:4036-3457,3.658
yuc2589,EODFR,NPA,a,6,8/17/12,yuc_EODFR_KN_081712_001.tif:4247-3377,3.013
yuc2589,EODFR,NPA,a,6,8/17/12,yuc_EODFR_KN_081712_001.tif:4425-3321,2.892
yuc2589,EODFR,NPA,a,6,8/17/12,yuc_EODFR_KN_081712_001.tif:4296-3571,3.466
yuc2589,EODFR,NPA,a,6,8/17/12,yuc_EODFR_KN_081712_001.tif:4080-3792,2.953
yuc2589,EODFR,NPA,a,6,8/17/12,yuc_EODFR_KN_081712_001.tif:4135-4052,2.785
yuc2589,EODFR,NPA,a,6,8/17/12,yuc_EODFR_KN_081712_001.tif:4461-3779,2.747
yuc2589,EODFR,NPA,a,6,8/17/12,yuc_EODFR_KN_081712_001.tif:4579-4033,2.611
Col,EODFR,NPA,b,6,8/17/12,yuc_EODFR_KN_081712_001.tif:4974-0321,1.901
Col,EODFR,NPA,b,6,8/17/12,yuc_EODFR_KN_081712_001.tif:5320-0360,2.57
Col,EODFR,NPA,b,6,8/17/12,yuc_EODFR_KN_081712_001.tif:5383-0569,2.179
Col,EODFR,NPA,b,6,8/17/12,yuc_EODFR_KN_081712_001.tif:5010-0621,1.561
Col,EODFR,NPA,b,6,8/17/12,yuc_EODFR_KN_081712_001.tif:5212-0829,1.769
Col,EODFR,NPA,b,6,8/17/12,yuc_EODFR_KN_081712_001.tif:5477-0883,1.893
Col,EODFR,NPA,b,6,8/17/12,yuc_EODFR_KN_081712_001.tif:4906-0833,1.766
Col,EODFR,NPA,b,6,8/17/12,yuc_EODFR_KN_081712_001.tif:4976-0997,1.918
Col,EODFR,NPA,b,6,8/17/12,yuc_EODFR_KN_081712_001.tif:5188-1040,1.477
Col,EODFR,NPA,b,6,8/17/12,yuc_EODFR_KN_081712_001.tif:5397-1247,2.852
Col,EODFR,NPA,b,6,8/17/12,yuc_EODFR_KN_081712_001.tif:5030-1181,1.707
Col,EODFR,NPA,b,6,8/17/12,yuc_EODFR_KN_081712_001.tif:4895-1296,1.764
Col,EODFR,NPA,b,6,8/17/12,yuc_EODFR_KN_081712_001.tif:5184-1442,2.639
Col,EODFR,NPA,b,6,8/17/12,yuc_EODFR_KN_081712_001.tif:5015-1509,1.52
Col,EODFR,NPA,b,6,8/17/12,yuc_EODFR_KN_081712_001.tif:5046-1680,2.122
Col,EODFR,NPA,b,6,8/17/12,yuc_EODFR_KN_081712_001.tif:5108-1860,1.768
Col,EODFR,NPA,b,6,8/17/12,yuc_EODFR_KN_081712_001.tif:5390-1610,1.931
Col,EODFR,NPA,b,6,8/17/12,yuc_EODFR_KN_081712_001.tif:5380-1925,1.727
Col,EODFR,NPA,b,6,8/17/12,yuc_EODFR_KN_081712_001.tif:5284-2111,1.931
Col,EODFR,NPA,b,6,8/17/12,yuc_EODFR_KN_081712_001.tif:4929-1915,2.202
yuc2589,EODFR,NPA,b,6,8/17/12,yuc_EODFR_KN_081712_001.tif:5018-2571,2.422
yuc2589,EODFR,NPA,b,6,8/17/12,yuc_EODFR_KN_081712_001.tif:5296-2711,2.485
yuc2589,EODFR,NPA,b,6,8/17/12,yuc_EODFR_KN_081712_001.tif:5173-2925,3.316
yuc2589,EODFR,NPA,b,6,8/17/12,yuc_EODFR_KN_081712_001.tif:4958-2899,3.072
yuc2589,EODFR,NPA,b,6,8/17/12,yuc_EODFR_KN_081712_001.tif:5331-3156,2.7
yuc2589,EODFR,NPA,b,6,8/17/12,yuc_EODFR_KN_081712_001.tif:5387-2955,2.932
yuc2589,EODFR,NPA,b,6,8/17/12,yuc_EODFR_KN_081712_001.tif:5007-3274,2.167
yuc2589,EODFR,NPA,b,6,8/17/12,yuc_EODFR_KN_081712_001.tif:5325-3471,3.252
