genotype,light,NPA,replicate,exp,scan_date,file,hypocotyl_mm
Col,EODFR,none,b,4,8/3/12,yuc_EODFR_KN002.tif:1416-1210,2.147
Col,EODFR,none,b,4,8/3/12,yuc_EODFR_KN002.tif:1392-1344,3.606
Col,EODFR,none,b,4,8/3/12,yuc_EODFR_KN002.tif:1573-1512,3.624
Col,EODFR,none,b,4,8/3/12,yuc_EODFR_KN002.tif:1708-1347,3.374
Col,EODFR,none,b,4,8/3/12,yuc_EODFR_KN002.tif:1831-1442,3.118
Col,EODFR,none,b,4,8/3/12,yuc_EODFR_KN002.tif:1681-1638,3.841
Col,EODFR,none,b,4,8/3/12,yuc_EODFR_KN002.tif:1381-1592,3.302
Col,EODFR,none,b,4,8/3/12,yuc_EODFR_KN002.tif:1402-1863,3.547
Col,EODFR,none,b,4,8/3/12,yuc_EODFR_KN002.tif:1524-1898,2.996
Col,EODFR,none,b,4,8/3/12,yuc_EODFR_KN002.tif:1679-1832,3.366
Col,EODFR,none,b,4,8/3/12,yuc_EODFR_KN002.tif:1852-1718,3.552
Col,EODFR,none,b,4,8/3/12,yuc_EODFR_KN002.tif:1849-1904,4.211
yuc2589,EODFR,none,b,4,8/3/12,yuc_EODFR_KN002.tif:1526-2309,2.751
yuc2589,EODFR,none,b,4,8/3/12,yuc_EODFR_KN002.tif:1826-2302,2.588
yuc2589,EODFR,none,b,4,8/3/12,yuc_EODFR_KN002.tif:1923-2470,2.419
yuc2589,EODFR,none,b,4,8/3/12,yuc_EODFR_KN002.tif:1727-2539,3.005
yuc2589,EODFR,none,b,4,8/3/12,yuc_EODFR_KN002.tif:1526-2513,2.879
yuc2589,EODFR,none,b,4,8/3/12,yuc_EODFR_KN002.tif:1581-2983,2.87
yuc2589,EODFR,none,b,4,8/3/12,yuc_EODFR_KN002.tif:1976-2855,2.694
yuc2589,EODFR,none,b,4,8/3/12,yuc_EODFR_KN002.tif:1842-3110,2.27
yuc2589,EODFR,none,b,4,8/3/12,yuc_EODFR_KN002.tif:1540-3224,3.043
yuc2589,EODFR,none,b,4,8/3/12,yuc_EODFR_KN002.tif:1406-3485,2.503
yuc2589,EODFR,none,b,4,8/3/12,yuc_EODFR_KN002.tif:1809-3437,3.491
yuc2589,EODFR,none,b,4,8/3/12,yuc_EODFR_KN002.tif:1702-3768,2.984
yuc2589,EODFR,none,b,4,8/3/12,yuc_EODFR_KN002.tif:1857-3775,2.521
yuc2589,EODFR,none,b,4,8/3/12,yuc_EODFR_KN002.tif:1763-4024,3.059
yuc2589,EODFR,none,b,4,8/3/12,yuc_EODFR_KN002.tif:1455-4015,2.159
Col,EODFR,DMSO,a,4,8/3/12,yuc_EODFR_KN002.tif:2470-0153,3.072
Col,EODFR,DMSO,a,4,8/3/12,yuc_EODFR_KN002.tif:2498-0341,4.182
Col,EODFR,DMSO,a,4,8/3/12,yuc_EODFR_KN002.tif:2653-0191,4.06
Col,EODFR,DMSO,a,4,8/3/12,yuc_EODFR_KN002.tif:2909-0278,3.116
Col,EODFR,DMSO,a,4,8/3/12,yuc_EODFR_KN002.tif:2801-0602,3.502
Col,EODFR,DMSO,a,4,8/3/12,yuc_EODFR_KN002.tif:2932-0642,2.791
Col,EODFR,DMSO,a,4,8/3/12,yuc_EODFR_KN002.tif:2702-0741,3.261
Col,EODFR,DMSO,a,4,8/3/12,yuc_EODFR_KN002.tif:2662-0635,3.295
Col,EODFR,DMSO,a,4,8/3/12,yuc_EODFR_KN002.tif:2437-0591,3.446
Col,EODFR,DMSO,a,4,8/3/12,yuc_EODFR_KN002.tif:2393-0783,3.105
Col,EODFR,DMSO,a,4,8/3/12,yuc_EODFR_KN002.tif:2419-1102,3.258
Col,EODFR,DMSO,a,4,8/3/12,yuc_EODFR_KN002.tif:2612-1081,4.192
Col,EODFR,DMSO,a,4,8/3/12,yuc_EODFR_KN002.tif:2815-0983,3.435
Col,EODFR,DMSO,a,4,8/3/12,yuc_EODFR_KN002.tif:2808-1249,3.707
Col,EODFR,DMSO,a,4,8/3/12,yuc_EODFR_KN002.tif:2621-1427,3.674
Col,EODFR,DMSO,a,4,8/3/12,yuc_EODFR_KN002.tif:2342-1394,3.638
Col,EODFR,DMSO,a,4,8/3/12,yuc_EODFR_KN002.tif:2900-1524,3.805
Col,EODFR,DMSO,a,4,8/3/12,yuc_EODFR_KN002.tif:2352-1742,4.927
Col,EODFR,DMSO,a,4,8/3/12,yuc_EODFR_KN002.tif:2635-1656,3.582
Col,EODFR,DMSO,a,4,8/3/12,yuc_EODFR_KN002.tif:2625-1799,3.043
Col,EODFR,DMSO,a,4,8/3/12,yuc_EODFR_KN002.tif:2826-1719,3.551
yuc2589,EODFR,DMSO,a,4,8/3/12,yuc_EODFR_KN002.tif:2473-2492,4.259
yuc2589,EODFR,DMSO,a,4,8/3/12,yuc_EODFR_KN002.tif:2592-2641,3.183
yuc2589,EODFR,DMSO,a,4,8/3/12,yuc_EODFR_KN002.tif:2873-2319,3.582
yuc2589,EODFR,DMSO,a,4,8/3/12,yuc_EODFR_KN002.tif:2844-2576,3.103
yuc2589,EODFR,DMSO,a,4,8/3/12,yuc_EODFR_KN002.tif:2861-2935,2.033
yuc2589,EODFR,DMSO,a,4,8/3/12,yuc_EODFR_KN002.tif:2477-2832,3.175
yuc2589,EODFR,DMSO,a,4,8/3/12,yuc_EODFR_KN002.tif:2409-3150,2.768
yuc2589,EODFR,DMSO,a,4,8/3/12,yuc_EODFR_KN002.tif:2381-3450,2.759
yuc2589,EODFR,DMSO,a,4,8/3/12,yuc_EODFR_KN002.tif:2667-3216,2.904
yuc2589,EODFR,DMSO,a,4,8/3/12,yuc_EODFR_KN002.tif:2656-3541,3.147
yuc2589,EODFR,DMSO,a,4,8/3/12,yuc_EODFR_KN002.tif:2798-3524,2.396
yuc2589,EODFR,DMSO,a,4,8/3/12,yuc_EODFR_KN002.tif:2469-3760,2.043
yuc2589,EODFR,DMSO,a,4,8/3/12,yuc_EODFR_KN002.tif:2959-3705,3.238
yuc2589,EODFR,DMSO,a,4,8/3/12,yuc_EODFR_KN002.tif:2844-3929,2.222
yuc2589,EODFR,DMSO,a,4,8/3/12,yuc_EODFR_KN002.tif:2669-3985,1.92
yuc2589,EODFR,DMSO,a,4,8/3/12,yuc_EODFR_KN002.tif:2369-4017,2.926
Col,EODFR,DMSO,b,4,8/3/12,yuc_EODFR_KN002.tif:3357-0368,4.386
Col,EODFR,DMSO,b,4,8/3/12,yuc_EODFR_KN002.tif:3479-0488,4.597
Col,EODFR,DMSO,b,4,8/3/12,yuc_EODFR_KN002.tif:3763-0323,3.891
Col,EODFR,DMSO,b,4,8/3/12,yuc_EODFR_KN002.tif:3734-0592,3.924
Col,EODFR,DMSO,b,4,8/3/12,yuc_EODFR_KN002.tif:3506-0630,3.411
Col,EODFR,DMSO,b,4,8/3/12,yuc_EODFR_KN002.tif:3361-0830,3.839
Col,EODFR,DMSO,b,4,8/3/12,yuc_EODFR_KN002.tif:3259-1022,3.351
Col,EODFR,DMSO,b,4,8/3/12,yuc_EODFR_KN002.tif:3417-1079,3.997
Col,EODFR,DMSO,b,4,8/3/12,yuc_EODFR_KN002.tif:3620-1001,3.537
Col,EODFR,DMSO,b,4,8/3/12,yuc_EODFR_KN002.tif:3715-0850,3.353
Col,EODFR,DMSO,b,4,8/3/12,yuc_EODFR_KN002.tif:3796-1136,2.705
Col,EODFR,DMSO,b,4,8/3/12,yuc_EODFR_KN002.tif:3556-1250,3.275
Col,EODFR,DMSO,b,4,8/3/12,yuc_EODFR_KN002.tif:3415-1320,2.793
Col,EODFR,DMSO,b,4,8/3/12,yuc_EODFR_KN002.tif:3240-1275,3.925
Col,EODFR,DMSO,b,4,8/3/12,yuc_EODFR_KN002.tif:3288-1585,4.158
Col,EODFR,DMSO,b,4,8/3/12,yuc_EODFR_KN002.tif:3422-1657,2.056
Col,EODFR,DMSO,b,4,8/3/12,yuc_EODFR_KN002.tif:3562-1697,3.184
Col,EODFR,DMSO,b,4,8/3/12,yuc_EODFR_KN002.tif:3681-1378,3.282
Col,EODFR,DMSO,b,4,8/3/12,yuc_EODFR_KN002.tif:3781-1581,4.178
Col,EODFR,DMSO,b,4,8/3/12,yuc_EODFR_KN002.tif:3293-1883,3.605
Col,EODFR,DMSO,b,4,8/3/12,yuc_EODFR_KN002.tif:3536-1920,3.463
Col,EODFR,DMSO,b,4,8/3/12,yuc_EODFR_KN002.tif:3733-1876,3.924
yuc2589,EODFR,DMSO,b,4,8/3/12,yuc_EODFR_KN002.tif:3428-2181,3.916
yuc2589,EODFR,DMSO,b,4,8/3/12,yuc_EODFR_KN002.tif:3702-2262,2.755
yuc2589,EODFR,DMSO,b,4,8/3/12,yuc_EODFR_KN002.tif:3577-2438,2.688
yuc2589,EODFR,DMSO,b,4,8/3/12,yuc_EODFR_KN002.tif:3335-2517,2.854
yuc2589,EODFR,DMSO,b,4,8/3/12,yuc_EODFR_KN002.tif:3569-2784,2.648
yuc2589,EODFR,DMSO,b,4,8/3/12,yuc_EODFR_KN002.tif:3800-2624,3.605
yuc2589,EODFR,DMSO,b,4,8/3/12,yuc_EODFR_KN002.tif:3751-3048,2.585
yuc2589,EODFR,DMSO,b,4,8/3/12,yuc_EODFR_KN002.tif:3566-3034,3.105
yuc2589,EODFR,DMSO,b,4,8/3/12,yuc_EODFR_KN002.tif:3424-2946,3.797
yuc2589,EODFR,DMSO,b,4,8/3/12,yuc_EODFR_KN002.tif:3358-3168,2.499
yuc2589,EODFR,DMSO,b,4,8/3/12,yuc_EODFR_KN002.tif:3314-3524,2.765
yuc2589,EODFR,DMSO,b,4,8/3/12,yuc_EODFR_KN002.tif:3745-3211,2.645
yuc2589,EODFR,DMSO,b,4,8/3/12,yuc_EODFR_KN002.tif:3634-3391,1.975
yuc2589,EODFR,DMSO,b,4,8/3/12,yuc_EODFR_KN002.tif:3803-3635,2.613
yuc2589,EODFR,DMSO,b,4,8/3/12,yuc_EODFR_KN002.tif:3230-3695,2.129
yuc2589,EODFR,DMSO,b,4,8/3/12,yuc_EODFR_KN002.tif:3555-3735,2.672
yuc2589,EODFR,DMSO,b,4,8/3/12,yuc_EODFR_KN002.tif:3630-4005,2.892
yuc2589,EODFR,DMSO,b,4,8/3/12,yuc_EODFR_KN002.tif:3447-4007,2.276
Col,EODFR,NPA,a,4,8/3/12,yuc_EODFR_KN002.tif:4323-0329,1.939
Col,EODFR,NPA,a,4,8/3/12,yuc_EODFR_KN002.tif:4465-0399,1.754
Col,EODFR,NPA,a,4,8/3/12,yuc_EODFR_KN002.tif:4620-0256,1.285
Col,EODFR,NPA,a,4,8/3/12,yuc_EODFR_KN002.tif:4770-0244,1.931
Col,EODFR,NPA,a,4,8/3/12,yuc_EODFR_KN002.tif:4600-0439,1.8
Col,EODFR,NPA,a,4,8/3/12,yuc_EODFR_KN002.tif:4344-0691,1.88
Col,EODFR,NPA,a,4,8/3/12,yuc_EODFR_KN002.tif:4281-0864,1.791
Col,EODFR,NPA,a,4,8/3/12,yuc_EODFR_KN002.tif:4303-1062,2.071
Col,EODFR,NPA,a,4,8/3/12,yuc_EODFR_KN002.tif:4501-0969,1.612
Col,EODFR,NPA,a,4,8/3/12,yuc_EODFR_KN002.tif:4652-0899,2.136
Col,EODFR,NPA,a,4,8/3/12,yuc_EODFR_KN002.tif:4677-0653,2.117
Col,EODFR,NPA,a,4,8/3/12,yuc_EODFR_KN002.tif:4788-0973,2.092
Col,EODFR,NPA,a,4,8/3/12,yuc_EODFR_KN002.tif:4759-1150,1.723
Col,EODFR,NPA,a,4,8/3/12,yuc_EODFR_KN002.tif:4593-1294,1.736
Col,EODFR,NPA,a,4,8/3/12,yuc_EODFR_KN002.tif:4389-1297,1.738
Col,EODFR,NPA,a,4,8/3/12,yuc_EODFR_KN002.tif:4424-1424,2.332
Col,EODFR,NPA,a,4,8/3/12,yuc_EODFR_KN002.tif:4308-1485,1.518
Col,EODFR,NPA,a,4,8/3/12,yuc_EODFR_KN002.tif:4285-1720,1.893
Col,EODFR,NPA,a,4,8/3/12,yuc_EODFR_KN002.tif:4687-1467,1.772
Col,EODFR,NPA,a,4,8/3/12,yuc_EODFR_KN002.tif:4776-1711,1.634
Col,EODFR,NPA,a,4,8/3/12,yuc_EODFR_KN002.tif:4568-1762,2.455
Col,EODFR,NPA,a,4,8/3/12,yuc_EODFR_KN002.tif:4495-1941,1.582
Col,EODFR,NPA,a,4,8/3/12,yuc_EODFR_KN002.tif:4207-1897,1.5
yuc2589,EODFR,NPA,a,4,8/3/12,yuc_EODFR_KN002.tif:4341-2436,2.457
yuc2589,EODFR,NPA,a,4,8/3/12,yuc_EODFR_KN002.tif:4683-2508,1.972
yuc2589,EODFR,NPA,a,4,8/3/12,yuc_EODFR_KN002.tif:4649-2676,2.48
yuc2589,EODFR,NPA,a,4,8/3/12,yuc_EODFR_KN002.tif:4342-2809,2.602
yuc2589,EODFR,NPA,a,4,8/3/12,yuc_EODFR_KN002.tif:4725-3047,2.493
yuc2589,EODFR,NPA,a,4,8/3/12,yuc_EODFR_KN002.tif:4553-3194,2.247
yuc2589,EODFR,NPA,a,4,8/3/12,yuc_EODFR_KN002.tif:4357-3151,2.599
yuc2589,EODFR,NPA,a,4,8/3/12,yuc_EODFR_KN002.tif:4257-3323,2.486
yuc2589,EODFR,NPA,a,4,8/3/12,yuc_EODFR_KN002.tif:4495-3499,2.426
yuc2589,EODFR,NPA,a,4,8/3/12,yuc_EODFR_KN002.tif:4592-3644,1.905
yuc2589,EODFR,NPA,a,4,8/3/12,yuc_EODFR_KN002.tif:4318-3734,2.012
yuc2589,EODFR,NPA,a,4,8/3/12,yuc_EODFR_KN002.tif:4489-3767,2.434
yuc2589,EODFR,NPA,a,4,8/3/12,yuc_EODFR_KN002.tif:4685-3861,1.575
yuc2589,EODFR,NPA,a,4,8/3/12,yuc_EODFR_KN002.tif:4828-3577,1.644
yuc2589,EODFR,NPA,a,4,8/3/12,yuc_EODFR_KN002.tif:4592-4044,1.345
Col,EODFR,NPA,b,4,8/3/12,yuc_EODFR_KN002.tif:5207-0298,1.797
Col,EODFR,NPA,b,4,8/3/12,yuc_EODFR_KN002.tif:5378-0247,1.764
Col,EODFR,NPA,b,4,8/3/12,yuc_EODFR_KN002.tif:5565-0237,2.118
Col,EODFR,NPA,b,4,8/3/12,yuc_EODFR_KN002.tif:5690-0436,1.487
Col,EODFR,NPA,b,4,8/3/12,yuc_EODFR_KN002.tif:5516-0478,2.039
Col,EODFR,NPA,b,4,8/3/12,yuc_EODFR_KN002.tif:5373-0453,1.886
Col,EODFR,NPA,b,4,8/3/12,yuc_EODFR_KN002.tif:5217-0620,1.922
Col,EODFR,NPA,b,4,8/3/12,yuc_EODFR_KN002.tif:5390-0679,2.218
Col,EODFR,NPA,b,4,8/3/12,yuc_EODFR_KN002.tif:5430-0906,1.596
Col,EODFR,NPA,b,4,8/3/12,yuc_EODFR_KN002.tif:5239-0968,2.141
Col,EODFR,NPA,b,4,8/3/12,yuc_EODFR_KN002.tif:5152-1152,1.712
Col,EODFR,NPA,b,4,8/3/12,yuc_EODFR_KN002.tif:5520-1099,1.997
Col,EODFR,NPA,b,4,8/3/12,yuc_EODFR_KN002.tif:5668-0986,1.703
Col,EODFR,NPA,b,4,8/3/12,yuc_EODFR_KN002.tif:5719-1152,1.737
Col,EODFR,NPA,b,4,8/3/12,yuc_EODFR_KN002.tif:5439-1289,2.099
Col,EODFR,NPA,b,4,8/3/12,yuc_EODFR_KN002.tif:5295-1368,2.024
Col,EODFR,NPA,b,4,8/3/12,yuc_EODFR_KN002.tif:5244-1614,1.896
Col,EODFR,NPA,b,4,8/3/12,yuc_EODFR_KN002.tif:5447-1596,0.977
Col,EODFR,NPA,b,4,8/3/12,yuc_EODFR_KN002.tif:5568-1398,1.808
Col,EODFR,NPA,b,4,8/3/12,yuc_EODFR_KN002.tif:5717-1486,2.095
Col,EODFR,NPA,b,4,8/3/12,yuc_EODFR_KN002.tif:5109-1376,2.144
Col,EODFR,NPA,b,4,8/3/12,yuc_EODFR_KN002.tif:5295-1757,2.196
Col,EODFR,NPA,b,4,8/3/12,yuc_EODFR_KN002.tif:5508-1838,2.288
Col,EODFR,NPA,b,4,8/3/12,yuc_EODFR_KN002.tif:5650-1738,1.995
Col,EODFR,NPA,b,4,8/3/12,yuc_EODFR_KN002.tif:5680-1918,1.957
Col,EODFR,NPA,b,4,8/3/12,yuc_EODFR_KN002.tif:5164-1833,1.91
yuc2589,EODFR,NPA,b,4,8/3/12,yuc_EODFR_KN002.tif:5224-2258,2.956
yuc2589,EODFR,NPA,b,4,8/3/12,yuc_EODFR_KN002.tif:5504-2215,1.909
yuc2589,EODFR,NPA,b,4,8/3/12,yuc_EODFR_KN002.tif:5595-2326,2.794
yuc2589,EODFR,NPA,b,4,8/3/12,yuc_EODFR_KN002.tif:5302-2523,2.095
yuc2589,EODFR,NPA,b,4,8/3/12,yuc_EODFR_KN002.tif:5514-2760,2.169
yuc2589,EODFR,NPA,b,4,8/3/12,yuc_EODFR_KN002.tif:5584-3128,1.561
yuc2589,EODFR,NPA,b,4,8/3/12,yuc_EODFR_KN002.tif:5549-3323,2.039
yuc2589,EODFR,NPA,b,4,8/3/12,yuc_EODFR_KN002.tif:5334-3360,2.785
yuc2589,EODFR,NPA,b,4,8/3/12,yuc_EODFR_KN002.tif:5510-3665,2.029
yuc2589,EODFR,NPA,b,4,8/3/12,yuc_EODFR_KN002.tif:5262-3772,1.859
yuc2589,EODFR,NPA,b,4,8/3/12,yuc_EODFR_KN002.tif:5312-4050,1.449
Col,EODFR,none,a,5,8/10/12,yuc_EODFR_KN_081012_1.tif:0423-0341,6.017
Col,EODFR,none,a,5,8/10/12,yuc_EODFR_KN_081012_1.tif:0574-0499,5.955
Col,EODFR,none,a,5,8/10/12,yuc_EODFR_KN_081012_1.tif:0860-0351,3.019
Col,EODFR,none,a,5,8/10/12,yuc_EODFR_KN_081012_1.tif:0840-0561,5.5
Col,EODFR,none,a,5,8/10/12,yuc_EODFR_KN_081012_1.tif:0894-0773,4.515
Col,EODFR,none,a,5,8/10/12,yuc_EODFR_KN_081012_1.tif:0792-0935,4.694
Col,EODFR,none,a,5,8/10/12,yuc_EODFR_KN_081012_1.tif:0544-0768,5.937
Col,EODFR,none,a,5,8/10/12,yuc_EODFR_KN_081012_1.tif:0345-0934,5.548
Col,EODFR,none,a,5,8/10/12,yuc_EODFR_KN_081012_1.tif:0379-1218,5.66
Col,EODFR,none,a,5,8/10/12,yuc_EODFR_KN_081012_1.tif:0606-1068,5.346
Col,EODFR,none,a,5,8/10/12,yuc_EODFR_KN_081012_1.tif:0691-1274,4.849
Col,EODFR,none,a,5,8/10/12,yuc_EODFR_KN_081012_1.tif:0850-1171,4.972
Col,EODFR,none,a,5,8/10/12,yuc_EODFR_KN_081012_1.tif:0506-1379,4.959
Col,EODFR,none,a,5,8/10/12,yuc_EODFR_KN_081012_1.tif:0679-1537,4.876
Col,EODFR,none,a,5,8/10/12,yuc_EODFR_KN_081012_1.tif:0857-1479,4.537
Col,EODFR,none,a,5,8/10/12,yuc_EODFR_KN_081012_1.tif:0418-1647,5.781
Col,EODFR,none,a,5,8/10/12,yuc_EODFR_KN_081012_1.tif:0658-1826,5.45
Col,EODFR,none,a,5,8/10/12,yuc_EODFR_KN_081012_1.tif:0454-1902,5.591
Col,EODFR,none,a,5,8/10/12,yuc_EODFR_KN_081012_1.tif:0862-1774,5.837
Col,EODFR,none,a,5,8/10/12,yuc_EODFR_KN_081012_1.tif:0927-1917,5.741
yuc2589,EODFR,none,a,5,8/10/12,yuc_EODFR_KN_081012_1.tif:0377-2424,4.317
yuc2589,EODFR,none,a,5,8/10/12,yuc_EODFR_KN_081012_1.tif:0350-2743,4.121
yuc2589,EODFR,none,a,5,8/10/12,yuc_EODFR_KN_081012_1.tif:0359-2887,3.195
yuc2589,EODFR,none,a,5,8/10/12,yuc_EODFR_KN_081012_1.tif:0549-3178,3.974
yuc2589,EODFR,none,a,5,8/10/12,yuc_EODFR_KN_081012_1.tif:0387-3320,2.963
yuc2589,EODFR,none,a,5,8/10/12,yuc_EODFR_KN_081012_1.tif:0659-2910,4.519
yuc2589,EODFR,none,a,5,8/10/12,yuc_EODFR_KN_081012_1.tif:0753-2702,4.72
yuc2589,EODFR,none,a,5,8/10/12,yuc_EODFR_KN_081012_1.tif:0953-2524,3.059
yuc2589,EODFR,none,a,5,8/10/12,yuc_EODFR_KN_081012_1.tif:0839-3122,2.169
yuc2589,EODFR,none,a,5,8/10/12,yuc_EODFR_KN_081012_1.tif:0941-3483,2.105
yuc2589,EODFR,none,a,5,8/10/12,yuc_EODFR_KN_081012_1.tif:0659-3632,3.199
yuc2589,EODFR,none,a,5,8/10/12,yuc_EODFR_KN_081012_1.tif:0687-3784,3.533
Col,EODFR,none,b,5,8/10/12,yuc_EODFR_KN_081012_1.tif:1384-0288,5.216
Col,EODFR,none,b,5,8/10/12,yuc_EODFR_KN_081012_1.tif:1369-0485,3.323
Col,EODFR,none,b,5,8/10/12,yuc_EODFR_KN_081012_1.tif:1506-0584,4.488
Col,EODFR,none,b,5,8/10/12,yuc_EODFR_KN_081012_1.tif:1359-0699,5.466
Col,EODFR,none,b,5,8/10/12,yuc_EODFR_KN_081012_1.tif:1298-0841,4.263
Col,EODFR,none,b,5,8/10/12,yuc_EODFR_KN_081012_1.tif:1330-1018,3.536
Col,EODFR,none,b,5,8/10/12,yuc_EODFR_KN_081012_1.tif:1625-0682,4.874
Col,EODFR,none,b,5,8/10/12,yuc_EODFR_KN_081012_1.tif:1840-0382,5.347
Col,EODFR,none,b,5,8/10/12,yuc_EODFR_KN_081012_1.tif:1850-0559,5.142
Col,EODFR,none,b,5,8/10/12,yuc_EODFR_KN_081012_1.tif:1834-0754,4.872
Col,EODFR,none,b,5,8/10/12,yuc_EODFR_KN_081012_1.tif:1797-0925,4.317
Col,EODFR,none,b,5,8/10/12,yuc_EODFR_KN_081012_1.tif:1632-0997,4.545
Col,EODFR,none,b,5,8/10/12,yuc_EODFR_KN_081012_1.tif:1557-1123,3.7
Col,EODFR,none,b,5,8/10/12,yuc_EODFR_KN_081012_1.tif:1659-1282,5.827
Col,EODFR,none,b,5,8/10/12,yuc_EODFR_KN_081012_1.tif:1867-1254,4.406
Col,EODFR,none,b,5,8/10/12,yuc_EODFR_KN_081012_1.tif:1799-1482,4.619
Col,EODFR,none,b,5,8/10/12,yuc_EODFR_KN_081012_1.tif:1633-1608,5.526
Col,EODFR,none,b,5,8/10/12,yuc_EODFR_KN_081012_1.tif:1373-1517,5.847
Col,EODFR,none,b,5,8/10/12,yuc_EODFR_KN_081012_1.tif:1384-1303,4.788
Col,EODFR,none,b,5,8/10/12,yuc_EODFR_KN_081012_1.tif:1319-1742,4.653
Col,EODFR,none,b,5,8/10/12,yuc_EODFR_KN_081012_1.tif:1756-1896,5.586
yuc2589,EODFR,none,b,5,8/10/12,yuc_EODFR_KN_081012_1.tif:1405-2351,2.929
yuc2589,EODFR,none,b,5,8/10/12,yuc_EODFR_KN_081012_1.tif:1695-2577,3.193
yuc2589,EODFR,none,b,5,8/10/12,yuc_EODFR_KN_081012_1.tif:1867-2497,2.532
yuc2589,EODFR,none,b,5,8/10/12,yuc_EODFR_KN_081012_1.tif:1487-2796,2.403
yuc2589,EODFR,none,b,5,8/10/12,yuc_EODFR_KN_081012_1.tif:1707-3048,3.009
yuc2589,EODFR,none,b,5,8/10/12,yuc_EODFR_KN_081012_1.tif:1473-3167,4.364
yuc2589,EODFR,none,b,5,8/10/12,yuc_EODFR_KN_081012_1.tif:1506-3530,3.137
yuc2589,EODFR,none,b,5,8/10/12,yuc_EODFR_KN_081012_1.tif:1794-3374,2.431
yuc2589,EODFR,none,b,5,8/10/12,yuc_EODFR_KN_081012_1.tif:1657-3808,3.403
yuc2589,EODFR,none,b,5,8/10/12,yuc_EODFR_KN_081012_1.tif:1406-3945,3.679
Col,EODFR,DMSO,a,5,8/10/12,yuc_EODFR_KN_081012_1.tif:2327-0351,6.609
Col,EODFR,DMSO,a,5,8/10/12,yuc_EODFR_KN_081012_1.tif:2221-0651,5.148
Col,EODFR,DMSO,a,5,8/10/12,yuc_EODFR_KN_081012_1.tif:2440-0587,3.009
Col,EODFR,DMSO,a,5,8/10/12,yuc_EODFR_KN_081012_1.tif:2600-0331,3.107
Col,EODFR,DMSO,a,5,8/10/12,yuc_EODFR_KN_081012_1.tif:2641-0635,5.664
Col,EODFR,DMSO,a,5,8/10/12,yuc_EODFR_KN_081012_1.tif:2775-0728,5.209
Col,EODFR,DMSO,a,5,8/10/12,yuc_EODFR_KN_081012_1.tif:2697-0887,4.776
Col,EODFR,DMSO,a,5,8/10/12,yuc_EODFR_KN_081012_1.tif:2444-0853,6.268
Col,EODFR,DMSO,a,5,8/10/12,yuc_EODFR_KN_081012_1.tif:2201-0999,5.743
Col,EODFR,DMSO,a,5,8/10/12,yuc_EODFR_KN_081012_1.tif:2209-1266,5.907
Col,EODFR,DMSO,a,5,8/10/12,yuc_EODFR_KN_081012_1.tif:2452-1162,4.374
Col,EODFR,DMSO,a,5,8/10/12,yuc_EODFR_KN_081012_1.tif:2646-1199,5.999
Col,EODFR,DMSO,a,5,8/10/12,yuc_EODFR_KN_081012_1.tif:2365-1405,5.492
Col,EODFR,DMSO,a,5,8/10/12,yuc_EODFR_KN_081012_1.tif:2197-1523,5.015
Col,EODFR,DMSO,a,5,8/10/12,yuc_EODFR_KN_081012_1.tif:2471-1553,6.327
Col,EODFR,DMSO,a,5,8/10/12,yuc_EODFR_KN_081012_1.tif:2621-1532,5.554
Col,EODFR,DMSO,a,5,8/10/12,yuc_EODFR_KN_081012_1.tif:2616-1730,7.08
Col,EODFR,DMSO,a,5,8/10/12,yuc_EODFR_KN_081012_1.tif:2719-1859,4.699
Col,EODFR,DMSO,a,5,8/10/12,yuc_EODFR_KN_081012_1.tif:2614-2026,4.497
Col,EODFR,DMSO,a,5,8/10/12,yuc_EODFR_KN_081012_1.tif:2439-1857,6.435
Col,EODFR,DMSO,a,5,8/10/12,yuc_EODFR_KN_081012_1.tif:2205-1915,5.522
yuc2589,EODFR,DMSO,a,5,8/10/12,yuc_EODFR_KN_081012_1.tif:2269-2456,4.2
yuc2589,EODFR,DMSO,a,5,8/10/12,yuc_EODFR_KN_081012_1.tif:2632-2566,3.821
yuc2589,EODFR,DMSO,a,5,8/10/12,yuc_EODFR_KN_081012_1.tif:2571-2970,3.231
yuc2589,EODFR,DMSO,a,5,8/10/12,yuc_EODFR_KN_081012_1.tif:2339-2891,3.978
yuc2589,EODFR,DMSO,a,5,8/10/12,yuc_EODFR_KN_081012_1.tif:2232-3384,4.157
yuc2589,EODFR,DMSO,a,5,8/10/12,yuc_EODFR_KN_081012_1.tif:2556-3312,3.858
yuc2589,EODFR,DMSO,a,5,8/10/12,yuc_EODFR_KN_081012_1.tif:2741-3167,2.723
yuc2589,EODFR,DMSO,a,5,8/10/12,yuc_EODFR_KN_081012_1.tif:2502-3670,4.521
yuc2589,EODFR,DMSO,a,5,8/10/12,yuc_EODFR_KN_081012_1.tif:2701-3712,2.81
yuc2589,EODFR,DMSO,a,5,8/10/12,yuc_EODFR_KN_081012_1.tif:2434-3931,4.242
Col,EODFR,DMSO,b,5,8/10/12,yuc_EODFR_KN_081012_1.tif:3244-0319,5.258
Col,EODFR,DMSO,b,5,8/10/12,yuc_EODFR_KN_081012_1.tif:3483-0235,5.591
Col,EODFR,DMSO,b,5,8/10/12,yuc_EODFR_KN_081012_1.tif:3507-0411,5.607
Col,EODFR,DMSO,b,5,8/10/12,yuc_EODFR_KN_081012_1.tif:3061-0646,6.485
