"exp","treatment","rep","genotype","plant","file.name","hyp_mm"
"6","shade","B","yuc2yuc5yuc9",72,"yuc_SAS_hyp_exp6_001.tif:0468-3211",1.785
"6","shade","B","yuc2yuc5yuc9",73,"yuc_SAS_hyp_exp6_001.tif:0497-3364",1.533
"6","shade","B","Col",75,"yuc_SAS_hyp_exp6_001.tif:0491-3922",1.697
"6","shade","B","Col",77,"yuc_SAS_hyp_exp6_001.tif:0490-4234",2.034
"6","shade","B","Col",78,"yuc_SAS_hyp_exp6_001.tif:0472-4332",2.156
"6","shade","B","yuc2",84,"yuc_SAS_hyp_exp6_001.tif:1043-3748",1.55
"6","shade","B","yuc2",85,"yuc_SAS_hyp_exp6_001.tif:1043-3887",2.503
"6","shade","B","yuc2",86,"yuc_SAS_hyp_exp6_001.tif:1004-4067",3.96
"6","shade","B","yuc2",87,"yuc_SAS_hyp_exp6_001.tif:0959-4376",7.354
"6","shade","B","yuc2yuc5yuc8yuc9",88,"yuc_SAS_hyp_exp6_001.tif:1591-2821",1.25
"6","shade","B","yuc1yuc4",93,"yuc_SAS_hyp_exp6_001.tif:1595-3901",4.233
"6","shade","B","yuc1yuc4",94,"yuc_SAS_hyp_exp6_001.tif:1589-4075",5.283
"6","shade","B","yuc1yuc4",95,"yuc_SAS_hyp_exp6_001.tif:1574-4229",5.807
"6","shade","B","yuc1yuc4",96,"yuc_SAS_hyp_exp6_001.tif:1617-4425",4.643
"6","shade","A","yuc8",1,"yuc_SAS_hyp_exp6_002.tif:0346-0706",5.936
"6","shade","A","yuc8",2,"yuc_SAS_hyp_exp6_002.tif:0357-1006",5.472
"6","shade","A","yuc1yuc4",3,"yuc_SAS_hyp_exp6_002.tif:0425-1562",3.863
"6","shade","A","yuc1yuc4",4,"yuc_SAS_hyp_exp6_002.tif:0441-1699",3.945
"6","shade","A","yuc1yuc4",5,"yuc_SAS_hyp_exp6_002.tif:0406-1904",4.351
"6","shade","A","yuc1yuc4",6,"yuc_SAS_hyp_exp6_002.tif:0471-2012",1.365
"6","shade","A","yuc5",7,"yuc_SAS_hyp_exp6_002.tif:0988-0614",1.526
"6","shade","A","yuc5",8,"yuc_SAS_hyp_exp6_002.tif:0992-0785",1.888
"6","shade","A","yuc5",9,"yuc_SAS_hyp_exp6_002.tif:0980-0917",3.479
"6","shade","A","yuc5",10,"yuc_SAS_hyp_exp6_002.tif:0998-1091",4.023
"6","shade","A","yuc5",11,"yuc_SAS_hyp_exp6_002.tif:1013-1280",1.553
"6","shade","A","yuc9",12,"yuc_SAS_hyp_exp6_002.tif:0970-1593",7.421
"6","shade","A","yuc9",13,"yuc_SAS_hyp_exp6_002.tif:1035-1758",7.378
"6","shade","A","yuc9",14,"yuc_SAS_hyp_exp6_002.tif:0937-1762",7.535
"6","shade","A","yuc9",15,"yuc_SAS_hyp_exp6_002.tif:0962-1894",6.281
"6","shade","A","yuc9",16,"yuc_SAS_hyp_exp6_002.tif:1068-2244",5.562
"6","shade","A","yuc5yuc8yuc9",17,"yuc_SAS_hyp_exp6_002.tif:1617-0671",1.794
"6","shade","A","yuc5yuc8yuc9",18,"yuc_SAS_hyp_exp6_002.tif:1638-0847",2.067
"6","shade","A","yuc5yuc8yuc9",19,"yuc_SAS_hyp_exp6_002.tif:1553-1007",7.1
"6","shade","A","yuc5yuc8yuc9",20,"yuc_SAS_hyp_exp6_002.tif:1581-1042",3.434
"6","shade","A","yuc5yuc8yuc9",21,"yuc_SAS_hyp_exp6_002.tif:1621-1219",3.632
"6","shade","A","yuc5yuc8yuc9",22,"yuc_SAS_hyp_exp6_002.tif:1629-1317",2.29
"6","shade","B","yuc8",23,"yuc_SAS_hyp_exp6_002.tif:0257-2967",4.293
"6","shade","B","yuc8",24,"yuc_SAS_hyp_exp6_002.tif:0248-3134",3.832
"6","shade","B","yuc8",25,"yuc_SAS_hyp_exp6_002.tif:0275-3250",1.307
"6","shade","B","yuc8",26,"yuc_SAS_hyp_exp6_002.tif:0273-3418",3.247
"6","shade","B","yuc8",27,"yuc_SAS_hyp_exp6_002.tif:0292-3575",1.483
"6","shade","B","yuc1yuc4",28,"yuc_SAS_hyp_exp6_002.tif:0280-3803",5.552
"6","shade","B","yuc1yuc4",30,"yuc_SAS_hyp_exp6_002.tif:0340-4311",1.862
"6","shade","B","yuc5",31,"yuc_SAS_hyp_exp6_002.tif:0865-2917",0.881
"6","shade","B","yuc5",32,"yuc_SAS_hyp_exp6_002.tif:0872-3100",3.099
"6","shade","B","yuc5",33,"yuc_SAS_hyp_exp6_002.tif:0855-3217",3.695
"6","shade","B","yuc5",34,"yuc_SAS_hyp_exp6_002.tif:0880-3389",1.768
"6","shade","B","yuc5",35,"yuc_SAS_hyp_exp6_002.tif:0886-3527",2.022
"6","shade","B","yuc9",36,"yuc_SAS_hyp_exp6_002.tif:0932-3862",7.569
"6","shade","B","yuc9",37,"yuc_SAS_hyp_exp6_002.tif:0889-4007",3.244
"6","shade","B","yuc9",38,"yuc_SAS_hyp_exp6_002.tif:0822-4107",7.823
"6","shade","B","yuc9",39,"yuc_SAS_hyp_exp6_002.tif:0876-4227",7.404
"6","shade","B","yuc9",40,"yuc_SAS_hyp_exp6_002.tif:0810-4454",8.287
"6","shade","B","yuc5yuc8yuc9",41,"yuc_SAS_hyp_exp6_002.tif:1488-2928",1.821
"6","shade","B","yuc5yuc8yuc9",42,"yuc_SAS_hyp_exp6_002.tif:1489-3084",1.491
"6","shade","B","yuc5yuc8yuc9",43,"yuc_SAS_hyp_exp6_002.tif:1493-3251",2.09
"6","shade","B","yuc5yuc8yuc9",44,"yuc_SAS_hyp_exp6_002.tif:1495-3420",1.475
"6","shade","B","yuc5yuc8yuc9",45,"yuc_SAS_hyp_exp6_002.tif:1490-3549",1.863
"6","sun","A","yuc8",46,"yuc_SAS_hyp_exp6_002.tif:2715-0522",2.291
"6","sun","A","yuc8",47,"yuc_SAS_hyp_exp6_002.tif:2724-0705",2.507
"6","sun","A","yuc8",48,"yuc_SAS_hyp_exp6_002.tif:2718-0867",1.687
"6","sun","A","yuc8",49,"yuc_SAS_hyp_exp6_002.tif:2728-1002",1.233
"6","sun","A","yuc8",50,"yuc_SAS_hyp_exp6_002.tif:2697-1182",0.917
"6","sun","A","yuc1yuc4",51,"yuc_SAS_hyp_exp6_002.tif:2782-1509",2.076
"6","sun","A","yuc1yuc4",52,"yuc_SAS_hyp_exp6_002.tif:2790-1641",1.977
"6","sun","A","yuc1yuc4",53,"yuc_SAS_hyp_exp6_002.tif:2760-1840",1.893
"6","sun","A","yuc1yuc4",54,"yuc_SAS_hyp_exp6_002.tif:2745-1989",1.819
"6","sun","A","yuc1yuc4",55,"yuc_SAS_hyp_exp6_002.tif:2756-2119",2.344
"6","sun","A","yuc5",56,"yuc_SAS_hyp_exp6_002.tif:3345-0635",1.524
"6","sun","A","yuc5",57,"yuc_SAS_hyp_exp6_002.tif:3338-0768",1.781
"6","sun","A","yuc5",59,"yuc_SAS_hyp_exp6_002.tif:3354-1071",1.072
"6","sun","A","yuc5",60,"yuc_SAS_hyp_exp6_002.tif:3299-1159",4.605
"6","sun","A","yuc9",61,"yuc_SAS_hyp_exp6_002.tif:3310-1474",3.658
"6","sun","A","yuc9",62,"yuc_SAS_hyp_exp6_002.tif:3300-1656",4.217
"6","sun","A","yuc9",63,"yuc_SAS_hyp_exp6_002.tif:3325-1825",3.208
"6","sun","A","yuc9",64,"yuc_SAS_hyp_exp6_002.tif:3284-1914",5.474
"6","sun","A","yuc9",65,"yuc_SAS_hyp_exp6_002.tif:3275-1985",4.198
"6","sun","A","yuc9",66,"yuc_SAS_hyp_exp6_002.tif:3296-2078",4.605
"6","sun","A","yuc5yuc8yuc9",67,"yuc_SAS_hyp_exp6_002.tif:3941-0549",1.496
"6","sun","A","yuc5yuc8yuc9",68,"yuc_SAS_hyp_exp6_002.tif:3942-0726",1.345
"6","sun","A","yuc5yuc8yuc9",69,"yuc_SAS_hyp_exp6_002.tif:3931-0880",1.213
"6","sun","A","yuc5yuc8yuc9",70,"yuc_SAS_hyp_exp6_002.tif:3937-1020",1.634
"6","sun","B","yuc8",72,"yuc_SAS_hyp_exp6_002.tif:2610-3000",1.339
"6","sun","B","yuc8",73,"yuc_SAS_hyp_exp6_002.tif:2623-3131",1.168
"6","sun","B","yuc8",74,"yuc_SAS_hyp_exp6_002.tif:2586-3293",1.778
"6","sun","B","yuc5",75,"yuc_SAS_hyp_exp6_002.tif:3226-2845",1.587
"6","sun","B","yuc5",76,"yuc_SAS_hyp_exp6_002.tif:3213-3343",1.433
"6","sun","B","yuc5",77,"yuc_SAS_hyp_exp6_002.tif:3225-3503",2.006
"6","sun","B","yuc9",78,"yuc_SAS_hyp_exp6_002.tif:3212-3770",2.099
"6","sun","B","yuc9",79,"yuc_SAS_hyp_exp6_002.tif:3216-3947",1.257
"6","sun","B","yuc9",80,"yuc_SAS_hyp_exp6_002.tif:3194-4124",1.603
"6","sun","B","yuc9",81,"yuc_SAS_hyp_exp6_002.tif:3209-4254",1.479
"6","sun","B","yuc9",82,"yuc_SAS_hyp_exp6_002.tif:3204-4392",1.358
